Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0103,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Mofang has compressed the ShimRat executable within malicious email attachments. Mofang has also encrypted payloads before they are downloaded to victims.[1]
G0103,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,"Mofang delivered spearphishing emails with malicious documents, PDFs, or Excel files attached.[1]"
G0103,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Mofang delivered spearphishing emails with malicious links included.[1]
G0103,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Mofang's spearphishing emails required a user to click the link to connect to a compromised website.[1]
G0103,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Mofang's malicious spearphishing attachments required a user to open the file after receiving.[1]
G0021,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Molerats saved malicious files within the AppData and Startup folders to maintain persistence.[3]
G0021,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Molerats used PowerShell implants on target machines.[3]
G0021,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,"Molerats used various implants, including those built with VBScript, on target machines.[3][6]"
G0021,Enterprise,T1059,Command and Scripting Interpreter,.007,JavaScript,T1059.007,Command and Scripting Interpreter: JavaScript,"Molerats used various implants, including those built with JS, on target machines.[3]"
G0021,Enterprise,T1555,Credentials from Password Stores,.003,Credentials from Web Browsers,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Molerats used the public tool BrowserPasswordDump10 to dump passwords saved in browsers on victims.[1]
G0021,Enterprise,T1140,Deobfuscate/Decode Files or Information,,,T1140,Deobfuscate/Decode Files or Information,Molerats decompresses ZIP files once on the victim machine.[3]
G0021,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Molerats used executables to download malicious files from different sources.[3][6]
G0021,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Molerats has delivered compressed executables within ZIP files to victims.[3]
G0021,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Molerats has sent phishing emails with malicious Microsoft Word and PDF attachments.[3][6][4]
G0021,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Molerats has sent phishing emails with malicious links included.[3]
G0021,Enterprise,T1057,Process Discovery,,,T1057,Process Discovery,Molerats actors obtained a list of active processes on the victim and sent them to C2 servers.[1]
G0021,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Molerats has created scheduled tasks to persistently run VBScripts.[6]
G0021,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,Molerats has used forged Microsoft code-signing certificates on malware.[5]
G0021,Enterprise,T1218,System Binary Proxy Execution,.007,Msiexec,T1218.007,System Binary Proxy Execution: Msiexec,Molerats has used msiexec.exe to execute an MSI payload.[6]
G0021,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Molerats has sent malicious links via email trick users into opening a RAR archive and running an executable.[3][6]
G0021,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Molerats has sent malicious files via email that tricked users into clicking Enable Content to run an embedded macro and to download malicious archives.[3][6][4]
G1036,Enterprise,T1583,Acquire Infrastructure,.001,Domains,T1583.001,Acquire Infrastructure: Domains,Moonstone Sleet registered domains to develop effective personas for fake companies used in phishing activity.[1]
G1036,Enterprise,T1583,Acquire Infrastructure,.003,Virtual Private Server,T1583.003,Acquire Infrastructure: Virtual Private Server,Moonstone Sleet registered virtual private servers to host payloads for download.[1]
G1036,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,Moonstone Sleet used curl to connect to adversary-controlled infrastructure and retrieve additional payloads.[1]
G1036,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Moonstone Sleet used registry run keys for process execution during initial victim infection.[1]
G1036,Enterprise,T1217,Browser Information Discovery,,,T1217,Browser Information Discovery,Moonstone Sleet deployed malware such as YouieLoader capable of capturing victim system browser information.[1]
G1036,Enterprise,T1486,Data Encrypted for Impact,,,T1486,Data Encrypted for Impact,Moonstone Sleet has deployed ransomware in victim environments.[1]
G1036,Enterprise,T1140,Deobfuscate/Decode Files or Information,,,T1140,Deobfuscate/Decode Files or Information,Moonstone Sleet delivered payloads using multiple rounds of obfuscation and encoding to evade defenses and analysis.[1]
G1036,Enterprise,T1587,Develop Capabilities,,,T1587,Develop Capabilities,Moonstone Sleet developed malicious npm packages for delivery to or retrieval by victims.[1]
G1036,Enterprise,T1587,Malware,.001,,T1587.001,Malware,"Moonstone Sleet has developed custom malware, including a malware delivery mechanism masquerading as a legitimate game.[1]"
G1036,Enterprise,T1585,Establish Accounts,.001,Social Media Accounts,T1585.001,Establish Accounts: Social Media Accounts,Moonstone Sleet has created social media accounts to interact with victims.[1]
G1036,Enterprise,T1585,Establish Accounts,.002,Email Accounts,T1585.002,Establish Accounts: Email Accounts,"Moonstone Sleet has created email accounts to interact with victims, including for phishing purposes.[1]"
G1036,Enterprise,T1589,Gather Victim Identity Information,.002,Email Addresses,T1589.002,Gather Victim Identity Information: Email Addresses,Moonstone Sleet gathered victim email address information for follow-on phishing activity.[1]
G1036,Enterprise,T1591,Gather Victim Org Information,,,T1591,Gather Victim Org Information,Moonstone Sleet has gathered information on victim organizations through email and social media interaction.[1]
G1036,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Moonstone Sleet retrieved a final stage payload from command and control infrastructure during initial installation on victim systems.[1]
G1036,Enterprise,T1027,Obfuscated Files or Information,,,T1027,Obfuscated Files or Information,Moonstone Sleet delivers encrypted payloads in pieces that are then combined together to form a new portable executable (PE) file during installation.[1]
G1036,Enterprise,T1027,Embedded Payloads,.009,,T1027.009,Embedded Payloads,Moonstone Sleet embedded payloads in trojanized software for follow-on execution.[1]
G1036,Enterprise,T1027,Encrypted/Encoded File,.013,,T1027.013,Encrypted/Encoded File,Moonstone Sleet has used encrypted payloads within files for follow-on execution and defense evasion.[1]
G1036,Enterprise,T1003,OS Credential Dumping,.001,LSASS Memory,T1003.001,OS Credential Dumping: LSASS Memory,Moonstone Sleet retrieved credentials from LSASS memory.[1]
G1036,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Moonstone Sleet delivered various payloads to victims as spearphishing attachments.[1]
G1036,Enterprise,T1566,Phishing,.003,Spearphishing via Service,T1566.003,Phishing: Spearphishing via Service,Moonstone Sleet has used social media services to spear phish victims to deliver trojainized software.[1]
G1036,Enterprise,T1598,Phishing for Information,,,T1598,Phishing for Information,Moonstone Sleet has interacted with victims to gather information via email.[1]
G1036,Enterprise,T1598,Spearphishing Link,.003,,T1598.003,Spearphishing Link,Moonstone Sleet used spearphishing messages containing items such as tracking pixels to determine if users interacted with malicious messages.[1]
G1036,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Moonstone Sleet used scheduled tasks for program execution during initial access to victim machines.[1]
G1036,Enterprise,T1608,Stage Capabilities,.001,Upload Malware,T1608.001,Stage Capabilities: Upload Malware,Moonstone Sleet staged malicious capabilities online for follow-on download by victims or malware.[1]
G1036,Enterprise,T1195,Supply Chain Compromise,.002,Compromise Software Supply Chain,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain,Moonstone Sleet has distributed a trojanized version of PuTTY software for initial access to victims.[1]
G1036,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,Moonstone Sleet has gathered information on victim systems.[1]
G1036,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,Moonstone Sleet has gathered information on victim network configuration.[1]
G1036,Enterprise,T1033,System Owner/User Discovery,,,T1033,System Owner/User Discovery,Moonstone Sleet deployed various malware such as YouieLoader that can perform system user discovery actions.[1]
G1036,Enterprise,T1569,System Services,.002,Service Execution,T1569.002,System Services: Service Execution,Moonstone Sleet used intermediate loader malware such as YouieLoader and SplitLoader that create malicious services.[1]
G1036,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,"Moonstone Sleet relied on users interacting with malicious files, such as a trojanized PuTTY installer, for initial execution.[1]"
G1009,Enterprise,T1087,Account Discovery,.001,Local Account,T1087.001,Account Discovery: Local Account,Moses Staff has collected the administrator username from a compromised host.[1]
G1009,Enterprise,T1587,Develop Capabilities,.001,Malware,T1587.001,Develop Capabilities: Malware,"Moses Staff has built malware, such as DCSrv and PyDCrypt, for targeting victims' machines.[1]"
G1009,Enterprise,T1190,Exploit Public-Facing Application,,,T1190,Exploit Public-Facing Application,Moses Staff has exploited known vulnerabilities in public-facing infrastructure such as Microsoft Exchange Servers.[1]
G1009,Enterprise,T1562,Impair Defenses,.004,Disable or Modify System Firewall,T1562.004,Impair Defenses: Disable or Modify System Firewall,Moses Staff has used batch scripts that can disable the Windows firewall on specific remote machines.[1]
G1009,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Moses Staff has downloaded and installed web shells to following path C:\inetpub\wwwroot\aspnet_client\system_web\IISpool.aspx.[1]
G1009,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Moses Staff has used obfuscated web shells in their operations.[1]
G1009,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,Moses Staff has used the commercial tool DiskCryptor.[1]
G1009,Enterprise,T1021,Remote Services,.002,SMB/Windows Admin Shares,T1021.002,Remote Services: SMB/Windows Admin Shares,Moses Staff has used batch scripts that can enable SMB on a compromised host.[1]
G1009,Enterprise,T1505,Server Software Component,.003,Web Shell,T1505.003,Server Software Component: Web Shell,Moses Staff has dropped a web shell onto a compromised system.[1]
G1009,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,Moses Staff has used signed drivers from an open source tool called DiskCryptor to evade detection.[1]
G1009,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"Moses Staff collected information about the infected host, including the machine names and OS architecture.[1]"
G1009,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,Moses Staff has collected the domain name of a compromised network.[1]
